idUsuario,idVenta,fecha,idProducto,nombreProducto,categoria,precio,cantidad
3,27,2026-06-23,33,"Frugos Durazno 970ml","Bebidas",4.00,1
3,27,2026-06-23,3,"Gaseosa CocaCola 1L","Bebidas",6.50,1
3,27,2026-06-23,10,"Coca Cola 1.5L","Bebidas",8.00,2
3,27,2026-06-23,11,"Ron Cartavio 750ml","Bebidas Alcoholicas",25.00,2
3,27,2026-06-23,12,"Johnnie Walker RED LABEL 1L","Bebidas Alcoholicas",45.00,2
3,27,2026-06-23,35,"Ron Cartavio Blanco 750ml","Bebidas Alcoholicas",25.00,1
3,27,2026-06-23,34,"Vino Villa Vieja 900ml","Bebidas Alcoholicas",18.00,1
2,28,2026-06-23,40,"Café Altomayo 175g","Abarrotes",30.00,2
2,28,2026-06-23,1,"Lata Leche Gloria 390ml","Abarrotes",4.00,2
2,29,2026-06-23,1,"Lata Leche Gloria 390ml","Abarrotes",4.00,1
2,29,2026-06-23,40,"Café Altomayo 175g","Abarrotes",30.00,1
2,29,2026-06-23,14,"Lata Leche Gloria Entera 390ml","Abarrotes",4.50,1
2,29,2026-06-23,15,"Lata Leche Gloria Infantil 390ml","Abarrotes",4.50,1
2,30,2026-06-23,4,"Galleta Oreo Pack x6","Dulces",6.00,5
2,30,2026-06-23,1,"Lata Leche Gloria 390ml","Abarrotes",4.00,1
2,30,2026-06-23,39,"Caja Leche Chocolatada 965ml","Abarrotes",7.00,1
2,30,2026-06-23,40,"Café Altomayo 175g","Abarrotes",30.00,1
2,31,2026-06-23,19,"Nuggets de Pollo 60 unid","Abarrotes",24.00,1
2,31,2026-06-23,20,"Hamburguesa de pollo 14 unid","Abarrotes",15.00,1
2,31,2026-06-23,38,"Papas Precocidas 1kg","Abarrotes",10.00,1
2,32,2026-06-23,20,"Hamburguesa de pollo 14 unid","Abarrotes",15.00,1
2,32,2026-06-23,38,"Papas Precocidas 1kg","Abarrotes",10.00,1
2,32,2026-06-23,19,"Nuggets de Pollo 60 unid","Abarrotes",24.00,1
2,33,2026-06-23,19,"Nuggets de Pollo 60 unid","Abarrotes",24.00,2
2,33,2026-06-23,20,"Hamburguesa de pollo 14 unid","Abarrotes",15.00,2
2,33,2026-06-23,38,"Papas Precocidas 1kg","Abarrotes",10.00,2
2,34,2026-06-23,21,"H&S Shampoo 375ml","Higiene",18.00,1
2,34,2026-06-23,22,"H&S Acondicionador 300ml","Higiene",20.00,1
2,34,2026-06-23,23,"Jabon Antibacterial Protex","Higiene",4.50,1
2,34,2026-06-23,7,"H&S Shampoo 250ml","Higiene",10.00,1
2,35,2026-06-23,25,"Piel Retardante 3 unid","Preservativos",5.50,1
2,35,2026-06-23,24,"Piel Clásico 3 unid","Preservativos",4.50,1
2,35,2026-06-23,31,"Sporade 500ml","Bebidas",2.50,1
2,36,2026-06-23,24,"Piel Clásico 3 unid","Preservativos",4.50,9
2,36,2026-06-23,25,"Piel Retardante 3 unid","Preservativos",5.50,8
2,36,2026-06-23,30,"Agua Ciel 1L","Bebidas",1.50,7
2,36,2026-06-23,31,"Sporade 500ml","Bebidas",2.50,9
2,37,2026-06-23,11,"Ron Cartavio 750ml","Bebidas Alcoholicas",25.00,1
2,37,2026-06-23,10,"Coca Cola 1.5L","Bebidas",8.00,1
2,38,2026-06-23,8,"Spark Manzana Lata 473ml","Bebidas Alcoholicas",7.00,1
2,38,2026-06-23,9,"Spark Mora Lata 473ml","Bebidas Alcoholicas",7.00,1
1,39,2026-06-23,13,"Aceite Primor 900ml","Abarrotes",9.50,1
1,39,2026-06-23,6,"Arroz Costeño 5kg","Abarrotes",21.00,1
1,39,2026-06-23,18,"Azucar Bells 5kg","Abarrotes",15.00,1
1,39,2026-06-23,2,"Fideos Bells 500g","Abarrotes",5.00,1
1,39,2026-06-23,1,"Lata Leche Gloria 390ml","Abarrotes",4.00,1
1,40,2026-06-23,1,"Lata Leche Gloria 390ml","Abarrotes",4.00,1
1,40,2026-06-23,2,"Fideos Bells 500g","Abarrotes",5.00,1
1,40,2026-06-23,13,"Aceite Primor 900ml","Abarrotes",9.50,1
1,40,2026-06-23,6,"Arroz Costeño 5kg","Abarrotes",21.00,1
1,40,2026-06-23,18,"Azucar Bells 5kg","Abarrotes",15.00,1
1,41,2026-06-23,1,"Lata Leche Gloria 390ml","Abarrotes",4.00,1
1,41,2026-06-23,2,"Fideos Bells 500g","Abarrotes",5.00,1
1,41,2026-06-23,13,"Aceite Primor 900ml","Abarrotes",9.50,1
1,41,2026-06-23,6,"Arroz Costeño 5kg","Abarrotes",21.00,1
1,41,2026-06-23,14,"Lata Leche Gloria Entera 390ml","Abarrotes",4.50,1
1,41,2026-06-23,15,"Lata Leche Gloria Infantil 390ml","Abarrotes",4.50,1
1,41,2026-06-23,18,"Azucar Bells 5kg","Abarrotes",15.00,1
1,42,2026-06-23,1,"Lata Leche Gloria 390ml","Abarrotes",4.00,1
1,42,2026-06-23,2,"Fideos Bells 500g","Abarrotes",5.00,1
1,42,2026-06-23,6,"Arroz Costeño 5kg","Abarrotes",21.00,1
1,42,2026-06-23,13,"Aceite Primor 900ml","Abarrotes",9.50,1
1,42,2026-06-23,14,"Lata Leche Gloria Entera 390ml","Abarrotes",4.50,1
1,42,2026-06-23,15,"Lata Leche Gloria Infantil 390ml","Abarrotes",4.50,1
1,42,2026-06-23,17,"Manjar Gloria 200g","Abarrotes",5.00,1
1,42,2026-06-23,16,"Lata Leche Condensada Gloria 395ml","Abarrotes",6.00,1
1,42,2026-06-23,18,"Azucar Bells 5kg","Abarrotes",15.00,1
1,43,2026-06-23,1,"Lata Leche Gloria 390ml","Abarrotes",4.00,1
1,43,2026-06-23,2,"Fideos Bells 500g","Abarrotes",5.00,1
1,43,2026-06-23,3,"Gaseosa CocaCola 1L","Bebidas",6.50,1
1,43,2026-06-23,4,"Galleta Oreo Pack x6","Dulces",6.00,1
1,43,2026-06-23,5,"Gaseosa InkaCola 3L","Bebidas",12.00,1
1,43,2026-06-23,6,"Arroz Costeño 5kg","Abarrotes",21.00,1
1,43,2026-06-23,8,"Spark Manzana Lata 473ml","Bebidas Alcoholicas",7.00,1
1,43,2026-06-23,9,"Spark Mora Lata 473ml","Bebidas Alcoholicas",7.00,1
1,43,2026-06-23,10,"Coca Cola 1.5L","Bebidas",8.00,1
1,43,2026-06-23,7,"H&S Shampoo 250ml","Higiene",10.00,1
1,43,2026-06-23,11,"Ron Cartavio 750ml","Bebidas Alcoholicas",25.00,1
1,43,2026-06-23,12,"Johnnie Walker RED LABEL 1L","Bebidas Alcoholicas",45.00,1
1,43,2026-06-23,13,"Aceite Primor 900ml","Abarrotes",9.50,1
1,43,2026-06-23,14,"Lata Leche Gloria Entera 390ml","Abarrotes",4.50,1
1,43,2026-06-23,15,"Lata Leche Gloria Infantil 390ml","Abarrotes",4.50,1
1,43,2026-06-23,16,"Lata Leche Condensada Gloria 395ml","Abarrotes",6.00,1
1,43,2026-06-23,17,"Manjar Gloria 200g","Abarrotes",5.00,1
1,43,2026-06-23,18,"Azucar Bells 5kg","Abarrotes",15.00,1
1,43,2026-06-23,24,"Piel Clásico 3 unid","Preservativos",4.50,1
1,43,2026-06-23,23,"Jabon Antibacterial Protex","Higiene",4.50,1
1,43,2026-06-23,22,"H&S Acondicionador 300ml","Higiene",20.00,1
1,43,2026-06-23,21,"H&S Shampoo 375ml","Higiene",18.00,1
1,43,2026-06-23,20,"Hamburguesa de pollo 14 unid","Abarrotes",15.00,1
1,43,2026-06-23,19,"Nuggets de Pollo 60 unid","Abarrotes",24.00,1
1,43,2026-06-23,25,"Piel Retardante 3 unid","Preservativos",5.50,1
1,43,2026-06-23,26,"Chocman Pack 6 unid","Dulces",6.00,1
1,43,2026-06-23,27,"Galleta Casino Pack 6 unid","Dulces",6.00,1
1,43,2026-06-23,28,"Galleta Rellenitas Pack 8 unid","Dulces",5.00,1
1,43,2026-06-23,29,"Agua Ciel 5L","Bebidas",4.00,1
1,43,2026-06-23,30,"Agua Ciel 1L","Bebidas",1.50,1
1,43,2026-06-23,37,"Doritos 140g","Snacks",10.00,1
1,43,2026-06-23,31,"Sporade 500ml","Bebidas",2.50,1
1,43,2026-06-23,38,"Papas Precocidas 1kg","Abarrotes",10.00,1
1,43,2026-06-23,32,"Hielo 3kg","Bebidas",6.50,1
1,43,2026-06-23,33,"Frugos Durazno 970ml","Bebidas",4.00,1
1,43,2026-06-23,39,"Caja Leche Chocolatada 965ml","Abarrotes",7.00,1
1,43,2026-06-23,40,"Café Altomayo 175g","Abarrotes",30.00,1
1,43,2026-06-23,34,"Vino Villa Vieja 900ml","Bebidas Alcoholicas",18.00,1
1,43,2026-06-23,35,"Ron Cartavio Blanco 750ml","Bebidas Alcoholicas",25.00,1
1,43,2026-06-23,36,"Piqueo Snacks 190g","Snacks",12.00,1
1,44,2026-06-23,10,"Coca Cola 1.5L","Bebidas",8.00,2
1,44,2026-06-23,11,"Ron Cartavio 750ml","Bebidas Alcoholicas",25.00,1
1,45,2026-06-23,3,"Gaseosa CocaCola 1L","Bebidas",6.50,1
1,45,2026-06-23,5,"Gaseosa InkaCola 3L","Bebidas",12.00,1
1,45,2026-06-23,10,"Coca Cola 1.5L","Bebidas",8.00,1
1,45,2026-06-23,32,"Hielo 3kg","Bebidas",6.50,1
1,46,2026-06-23,3,"Gaseosa CocaCola 1L","Bebidas",6.50,4
1,46,2026-06-23,5,"Gaseosa InkaCola 3L","Bebidas",12.00,5
1,46,2026-06-23,10,"Coca Cola 1.5L","Bebidas",8.00,5
1,46,2026-06-23,32,"Hielo 3kg","Bebidas",6.50,4
1,47,2026-06-23,8,"Spark Manzana Lata 473ml","Bebidas Alcoholicas",7.00,9
1,47,2026-06-23,9,"Spark Mora Lata 473ml","Bebidas Alcoholicas",7.00,6
1,48,2026-06-23,3,"Gaseosa CocaCola 1L","Bebidas",6.50,4
1,48,2026-06-23,32,"Hielo 3kg","Bebidas",6.50,4
1,48,2026-06-23,5,"Gaseosa InkaCola 3L","Bebidas",12.00,5
1,48,2026-06-23,10,"Coca Cola 1.5L","Bebidas",8.00,4
1,49,2026-06-23,11,"Ron Cartavio 750ml","Bebidas Alcoholicas",25.00,2
1,49,2026-06-23,10,"Coca Cola 1.5L","Bebidas",8.00,2
1,50,2026-06-23,3,"Gaseosa CocaCola 1L","Bebidas",6.50,1
1,50,2026-06-23,32,"Hielo 3kg","Bebidas",6.50,1
1,50,2026-06-23,10,"Coca Cola 1.5L","Bebidas",8.00,1
1,50,2026-06-23,11,"Ron Cartavio 750ml","Bebidas Alcoholicas",25.00,1
4,51,2026-06-23,24,"Piel Clásico 3 unid","Preservativos",4.50,1
4,51,2026-06-23,31,"Sporade 500ml","Bebidas",2.50,1
4,51,2026-06-23,32,"Hielo 3kg","Bebidas",6.50,1
4,51,2026-06-23,33,"Frugos Durazno 970ml","Bebidas",4.00,1
4,51,2026-06-23,34,"Vino Villa Vieja 900ml","Bebidas Alcoholicas",18.00,1
4,52,2026-06-23,8,"Spark Manzana Lata 473ml","Bebidas Alcoholicas",7.00,6
4,52,2026-06-23,9,"Spark Mora Lata 473ml","Bebidas Alcoholicas",7.00,7
4,53,2026-06-23,4,"Galleta Oreo Pack x6","Dulces",6.00,6
4,53,2026-06-23,26,"Chocman Pack 6 unid","Dulces",6.00,6
4,53,2026-06-23,27,"Galleta Casino Pack 6 unid","Dulces",6.00,8
4,53,2026-06-23,28,"Galleta Rellenitas Pack 8 unid","Dulces",5.00,7
4,54,2026-06-23,8,"Spark Manzana Lata 473ml","Bebidas Alcoholicas",7.00,11
4,55,2026-06-23,8,"Spark Manzana Lata 473ml","Bebidas Alcoholicas",7.00,6
4,55,2026-06-23,9,"Spark Mora Lata 473ml","Bebidas Alcoholicas",7.00,6
4,56,2026-06-23,8,"Spark Manzana Lata 473ml","Bebidas Alcoholicas",7.00,1
4,56,2026-06-23,9,"Spark Mora Lata 473ml","Bebidas Alcoholicas",7.00,1
4,57,2026-06-23,9,"Spark Mora Lata 473ml","Bebidas Alcoholicas",7.00,1
4,57,2026-06-23,8,"Spark Manzana Lata 473ml","Bebidas Alcoholicas",7.00,1
4,58,2026-06-23,8,"Spark Manzana Lata 473ml","Bebidas Alcoholicas",7.00,1
4,58,2026-06-23,9,"Spark Mora Lata 473ml","Bebidas Alcoholicas",7.00,1
1,59,2026-06-23,8,"Spark Manzana Lata 473ml","Bebidas Alcoholicas",7.00,1
1,59,2026-06-23,9,"Spark Mora Lata 473ml","Bebidas Alcoholicas",7.00,1
1,60,2026-06-23,8,"Spark Manzana Lata 473ml","Bebidas Alcoholicas",7.00,1
1,60,2026-06-23,9,"Spark Mora Lata 473ml","Bebidas Alcoholicas",7.00,1
1,61,2026-06-23,10,"Coca Cola 1.5L","Bebidas",8.00,1
1,61,2026-06-23,11,"Ron Cartavio 750ml","Bebidas Alcoholicas",25.00,1
1,62,2026-06-23,10,"Coca Cola 1.5L","Bebidas",8.00,1
1,62,2026-06-23,11,"Ron Cartavio 750ml","Bebidas Alcoholicas",25.00,1
1,62,2026-06-23,32,"Hielo 3kg","Bebidas",6.50,1
1,63,2026-06-23,11,"Ron Cartavio 750ml","Bebidas Alcoholicas",25.00,1
1,63,2026-06-23,32,"Hielo 3kg","Bebidas",6.50,1
1,63,2026-06-23,10,"Coca Cola 1.5L","Bebidas",8.00,1
4,64,2026-06-23,9,"Spark Mora Lata 473ml","Bebidas Alcoholicas",7.00,1
4,65,2026-06-23,8,"Spark Manzana Lata 473ml","Bebidas Alcoholicas",7.00,2
4,66,2026-06-23,36,"Piqueo Snacks 190g","Snacks",12.00,2
4,66,2026-06-23,35,"Ron Cartavio Blanco 750ml","Bebidas Alcoholicas",25.00,1
4,66,2026-06-23,34,"Vino Villa Vieja 900ml","Bebidas Alcoholicas",18.00,1
4,66,2026-06-23,33,"Frugos Durazno 970ml","Bebidas",4.00,1
4,66,2026-06-23,32,"Hielo 3kg","Bebidas",6.50,1
4,66,2026-06-23,10,"Coca Cola 1.5L","Bebidas",8.00,1
4,66,2026-06-23,11,"Ron Cartavio 750ml","Bebidas Alcoholicas",25.00,1
4,67,2026-06-23,8,"Spark Manzana Lata 473ml","Bebidas Alcoholicas",7.00,1
4,67,2026-06-23,9,"Spark Mora Lata 473ml","Bebidas Alcoholicas",7.00,1
3,68,2026-06-23,4,"Galleta Oreo Pack x6","Dulces",6.00,1
3,68,2026-06-23,26,"Chocman Pack 6 unid","Dulces",6.00,1
3,68,2026-06-23,27,"Galleta Casino Pack 6 unid","Dulces",6.00,1
3,68,2026-06-23,28,"Galleta Rellenitas Pack 8 unid","Dulces",5.00,1
3,69,2026-06-23,10,"Coca Cola 1.5L","Bebidas",8.00,1
3,69,2026-06-23,11,"Ron Cartavio 750ml","Bebidas Alcoholicas",25.00,1
3,70,2026-06-23,7,"H&S Shampoo 250ml","Higiene",10.00,1
3,70,2026-06-23,21,"H&S Shampoo 375ml","Higiene",18.00,1
3,70,2026-06-23,22,"H&S Acondicionador 300ml","Higiene",20.00,1
3,70,2026-06-23,23,"Jabon Antibacterial Protex","Higiene",4.50,1
3,71,2026-06-23,7,"H&S Shampoo 250ml","Higiene",10.00,1
3,71,2026-06-23,21,"H&S Shampoo 375ml","Higiene",18.00,1
3,71,2026-06-23,23,"Jabon Antibacterial Protex","Higiene",4.50,1
3,71,2026-06-23,22,"H&S Acondicionador 300ml","Higiene",20.00,1
3,72,2026-06-23,18,"Azucar Bells 5kg","Abarrotes",15.00,1
3,72,2026-06-23,2,"Fideos Bells 500g","Abarrotes",5.00,1
3,72,2026-06-23,6,"Arroz Costeño 5kg","Abarrotes",21.00,1
3,72,2026-06-23,13,"Aceite Primor 900ml","Abarrotes",9.50,1
1,73,2026-06-23,10,"Coca Cola 1.5L","Bebidas",8.00,1
1,73,2026-06-23,32,"Hielo 3kg","Bebidas",6.50,1
4,74,2026-06-24,24,"Piel Clásico 3 unid","Preservativos",4.50,1
4,74,2026-06-24,10,"Coca Cola 1.5L","Bebidas",8.00,1
4,74,2026-06-24,32,"Hielo 3kg","Bebidas",6.50,1
4,74,2026-06-24,5,"Gaseosa InkaCola 3L","Bebidas",12.00,1
4,75,2026-06-24,8,"Spark Manzana Lata 473ml","Bebidas Alcoholicas",7.00,1
4,75,2026-06-24,9,"Spark Mora Lata 473ml","Bebidas Alcoholicas",7.00,2
4,76,2026-06-24,20,"Hamburguesa de pollo 14 unid","Abarrotes",15.00,1
4,76,2026-06-24,38,"Papas Precocidas 1kg","Abarrotes",10.00,1
4,77,2026-06-24,36,"Piqueo Snacks 190g","Snacks",12.00,1
4,77,2026-06-24,37,"Doritos 140g","Snacks",10.00,1
4,77,2026-06-24,10,"Coca Cola 1.5L","Bebidas",8.00,1
2,78,2026-06-24,25,"Piel Retardante 3 unid","Preservativos",5.50,1
2,78,2026-06-24,24,"Piel Clásico 3 unid","Preservativos",4.50,1
1,79,2026-06-24,10,"Coca Cola 1.5L","Bebidas",8.00,2
1,80,2026-06-24,23,"Jabon Antibacterial Protex","Higiene",4.50,1
1,80,2026-06-24,21,"H&S Shampoo 375ml","Higiene",18.00,1
1,80,2026-06-24,22,"H&S Acondicionador 300ml","Higiene",20.00,1
4,81,2026-06-24,2,"Fideos Bells 500g","Abarrotes",5.00,3
4,81,2026-06-24,6,"Arroz Costeño 5kg","Abarrotes",21.00,1
4,81,2026-06-24,18,"Azucar Bells 5kg","Abarrotes",15.00,1
4,82,2026-06-24,21,"H&S Shampoo 375ml","Higiene",18.00,1
4,82,2026-06-24,22,"H&S Acondicionador 300ml","Higiene",20.00,1
4,83,2026-06-25,40,"Café Altomayo 175g","Abarrotes",30.00,1
4,83,2026-06-25,1,"Lata Leche Gloria 390ml","Abarrotes",4.00,1
4,84,2026-06-24,31,"Sporade 500ml","Bebidas",2.50,2
4,84,2026-06-24,32,"Hielo 3kg","Bebidas",6.50,1
10,85,2026-06-25,8,"Spark Manzana Lata 473ml","Bebidas Alcoholicas",7.00,1
11,86,2026-06-25,10,"Coca Cola 1.5L","Bebidas",8.00,1
11,86,2026-06-25,11,"Ron Cartavio 750ml","Bebidas Alcoholicas",25.00,1
11,87,2026-06-25,10,"Coca Cola 1.5L","Bebidas",8.00,1
11,87,2026-06-25,5,"Gaseosa InkaCola 3L","Bebidas",12.00,1
11,87,2026-06-25,36,"Piqueo Snacks 190g","Snacks",12.00,1
11,87,2026-06-25,37,"Doritos 140g","Snacks",10.00,1
11,88,2026-06-25,21,"H&S Shampoo 375ml","Higiene",18.00,1
11,88,2026-06-25,22,"H&S Acondicionador 300ml","Higiene",20.00,1
11,88,2026-06-25,23,"Jabon Antibacterial Protex","Higiene",4.50,1
11,89,2026-06-25,2,"Fideos Bells 500g","Abarrotes",5.00,1
11,89,2026-06-25,6,"Arroz Costeño 5kg","Abarrotes",21.00,1
11,89,2026-06-25,18,"Azucar Bells 5kg","Abarrotes",15.00,1
11,89,2026-06-25,13,"Aceite Primor 900ml","Abarrotes",9.50,2
11,89,2026-06-25,15,"Lata Leche Gloria Infantil 390ml","Abarrotes",4.50,1
11,89,2026-06-25,14,"Lata Leche Gloria Entera 390ml","Abarrotes",4.50,1
11,89,2026-06-25,1,"Lata Leche Gloria 390ml","Abarrotes",4.00,1
11,90,2026-06-25,16,"Lata Leche Condensada Gloria 395ml","Abarrotes",6.00,1
11,90,2026-06-25,17,"Manjar Gloria 200g","Abarrotes",5.00,1
11,90,2026-06-25,1,"Lata Leche Gloria 390ml","Abarrotes",4.00,1
11,90,2026-06-25,18,"Azucar Bells 5kg","Abarrotes",15.00,1
11,91,2026-06-25,5,"Gaseosa InkaCola 3L","Bebidas",12.00,1
11,91,2026-06-25,32,"Hielo 3kg","Bebidas",6.50,1
11,91,2026-06-25,33,"Frugos Durazno 970ml","Bebidas",4.00,1
11,92,2026-06-25,9,"Spark Mora Lata 473ml","Bebidas Alcoholicas",7.00,1
